   0.0000000000000000e+00   1.4803046724572042e-05   6.3738024773438398e-15   1.4475683400743973e-09   1.4203245946672824e-05  -5.6687147363177875e-05  -1.4338759703928879e-09   7.9059288664825938e-04  -8.3849710091799321e-10  -7.6434523691633251e-05  -2.0844574881089029e-07  -6.3041211352260909e-07   8.4227805629375602e-04  -1.6017224190319411e-06  -6.6418341269140528e-10
   9.7656250000000000e-04   1.4808349904077383e-05   3.8740935325401267e-07   8.0992833389144763e-06   1.4097842842317365e-05  -5.6569432764086929e-05  -2.5118141977597955e-07  -8.0886965793903641e-04  -2.0902841838658956e-06  -7.6384335529209267e-05  -9.8073999860060213e-08  -6.3101207441078201e-07  -8.4232194123114060e-04  -1.6021794221128923e-06  -3.2839474511535194e-08
   1.9531250000000000e-03   1.4824180624656444e-05   7.6905304303443940e-07   1.6202852028851069e-05   1.3781476802747777e-05  -5.6700898091695646e-05  -5.0249174068211601e-07   7.9047859199832282e-04  -4.1772426514893295e-06  -7.6250760838175770e-05  -2.4296514046477975e-07  -6.3281001011237056e-07   8.4219042885497252e-04  -1.6035441251887575e-06  -6.6869203536300839e-08
   2.9296875000000000e-03   1.4850302316162833e-05   1.1391568255922203e-06   2.4317825657976133e-05   1.3253676541412497e-05  -5.6596941247221466e-05  -7.5692507954137987e-07  -8.0909806315738542e-04  -6.2595393751337136e-06  -7.6039619555202058e-05  -1.3269172541532970e-07  -6.3580693954914373e-07  -8.4240964308410422e-04  -1.6057920103981143e-06  -9.7297529242792162e-08
   3.9062500000000000e-03   1.4886320303734634e-05   1.4919292992837854e-06   3.2449770141026907e-05   1.2513658892588294e-05  -5.6742335087720971e-05  -1.0160381902838062e-06   7.9013633154106423e-04  -8.3349400448316631e-06  -7.5747029426125387e-05  -2.7774677590454618e-07  -6.4000454101999948e-07   8.4210260442658708e-04  -1.6088833019672918e-06  -1.2843755339325328e-07
   4.8828125000000000e-03   1.4931681222569214e-05   1.8215534336626015e-06   4.0603914128058193e-05   1.1560334223905487e-05  -5.6652562634125026e-05  -1.2813826644454802e-06  -8.0955380093459032e-04  -1.0401133678702101e-05  -7.5364723632601152e-05  -1.6770293823356602e-07  -6.4540512238654036e-07  -8.4249763605879027e-04  -1.6127616747919046e-06  -1.5476578675533691e-07
   5.8593750000000000e-03   1.4985672203692272e-05   2.1221783033560702e-06   4.8785224976180963e-05   1.0392313864972994e-05  -5.6812481580429435e-05  -1.5545032056529169e-06   7.8956762066458323e-04  -1.2455720358337878e-05  -7.4896825073102581e-05  -3.1305335942279583e-07  -6.5201157902353178e-07   8.4201440000496229e-04  -1.6173548515479706e-06  -1.8061380821702003e-07
   6.8359375000000000e-03   1.5047419836273762e-05   2.3879110251490881e-06   5.6998146631596255e-05   9.0079197427094515e-06  -5.6737659407148468e-05  -1.8369358292799910e-06  -8.1023484875530829e-04  -1.4496155577477638e-05  -7.4330485494737404e-05  -2.0337084362110013e-07  -6.5982733968550311e-07  -8.4258609086308072e-04  -1.6225737834640477e-06  -2.0047988185725854e-07
   7.8125000000000000e-03   1.5115888913702032e-05   2.6128090120083758e-06   6.5246683052188275e-05   7.4051961782640025e-06  -5.6913037791791793e-05  -2.1302059623489278e-06   7.8877501091219467e-04  -1.6519765843247061e-05  -7.3665766144142438e-05  -3.4914872475238332e-07  -6.6885629999499726e-07   8.4192566074251104e-04  -1.6283132985278204e-06  -2.1854872510132863e-07
   8.7890625000000000e-03   1.5189880972231703e-05   2.7908725574913741e-06   7.3534149751092404e-05   5.5819239041119144e-06  -5.6854267618418672e-05  -2.4358264391016845e-06  -8.1113809844602335e-04  -1.8523683302412131e-05  -7.2887453856493019e-05  -2.3996001929020773e-07  -6.7910274371974940e-07  -8.4267514289504387e-04  -1.6344512005445369e-06  -2.2950539607747940e-07
